customer_id,age,city,customer_segment,product_category,order_count,average_order_value,total_spend,discount_percentage,days_since_last_order,website_visits,support_tickets,return_count,payment_type,customer_tenure_days
55,19.0,Pune,Premium,Groceries,15.0,32682.13,490231.95,39.06,334,11,0,7,Debit Card,1748
56,19.0,Mumbai,Regular,ELECTRONICS,31.0,33638.21,1042784.51,28.2,112,120,8,23,CREDIT CARD,1270
57,56.0, Chennai ,PREMIUM,clothing,7.0,29144.89,204014.23,46.44,295,174,12,6,Debit Card,185
58,55.0,Delhi,premium,sports,50.0,15428.34,771417.0,34.21,62,145,1,22,net banking,907
59,60.0,bangalore,premium,Furniture,42.0,17390.94,730419.48,42.48,251,28,13,23,cash,1727
60,47.0,Mumbai,New,ELECTRONICS,47.0,26326.46,1237343.62,150.0,316,138,15,29,upi,1721
61,64.0,pune,regular,Groceries,16.0,41621.19,665939.04,4.33,231,63,14,12,UPI,88
62,49.0,Bangalore,PREMIUM,GROCERIES,14.0,18063.84,252893.76,12.92,144,153,8,8,Credit Card,1088
63,30.0,CHENNAI,Regular,sports,27.0,24684.6,666484.2,37.91,354,122,20,22,Net Banking,947
64,68.0,Chennai,premium,clothing,15.0,20517.86,307767.9,12.17,340,149,11,15,net banking,1117
65,40.0,Hyderabad,NEW,Groceries,23.0,35291.32,811700.36,13.55,129,60,3,23,Debit Card,676
66,25.0,Pune,PREMIUM,Clothing,14.0,37060.93,518853.02,13.82,302,195,16,9,debit card,235
67,30.0,DELHI,Regular,Groceries,12.0,15462.25,185547.0,35.4,65,71,1,0,net banking,628
68,62.0,Mumbai,inactive,books,49.0,24798.5,1215126.5,43.64,294,73,15,30,Net Banking,727
69,29.0,chennai,regular,books,31.0,6147.31,190566.61,3.27,252,19,18,3,CREDIT CARD,335
70,69.0,pune,regular,electronics,16.0,6363.35,101813.6,38.22,311,153,19,7,net banking,809
71,46.0,hyderabad,regular,books,38.0,49506.55,1881248.9,15.27,318,16,19,6,Debit Card,1311
72,31.0,delhi,inactive,electronics,11.0,12373.33,136106.63,27.6,81,1,13,7,Cash,992
73,36.0,chennai,Regular,clothing,46.0,14494.56,666749.76,42.98,37,176,7,16,cash,1237
74,60.0,MUMBAI,New,electronics,35.0,11628.07,406982.45,7.45,137,37,2,3,CREDIT CARD,1653
75,37.0,pune,regular,GROCERIES,8.0,23700.55,189604.4,15.2,207,70,16,8,Net Banking,926
76,23.0,chennai,New,sports,21.0,30383.83,638060.43,1.29,118,173,18,18,Credit Card,1596
77,61.0,delhi,Inactive,Electronics,49.0,37935.31,1858830.19,23.53,334,114,8,11,Cash,922
78,58.0,Kolkata,premium,GROCERIES,23.0,20713.23,476404.29,16.05,54,42,10,13,Net Banking,620
79,60.0,BANGALORE,NEW,Electronics,30.0,4858.96,145768.8,12.62,60,198,12,27,net banking,1719
80,,Pune,new,groceries,4.0,9785.34,39141.36,18.09,256,161,14,0,Debit Card,576
81,53.0,Mumbai,regular,GROCERIES,45.0,,1102195.35,1.44,323,156,7,45,CREDIT CARD,666
82,53.0,Chennai,NEW,groceries,6.0,11622.68,69736.08,42.07,59,119,3,5,CREDIT CARD,1050
83,63.0,DELHI,NEW,sports,18.0,21066.77,379201.86,24.12,242,63,14,17,CREDIT CARD,815
84,30.0,kolkata,PREMIUM,books,5.0,14174.25,70871.25,39.5,213,88,16,2,Credit Card,609
85,64.0,,Inactive,furniture,43.0,24737.2,1063699.6,7.43,276,124,11,21,net banking,1592
86,52.0,BANGALORE,new,Groceries,13.0,49048.34,637628.42,11.94,197,60,13,0,UPI,1555
87,48.0,BANGALORE,New,Sports,42.0,49050.5,2060121.0,24.77,19,33,16,37,UPI,1811
88,24.0,hyderabad,premium,Furniture,30.0,1259.71,37791.3,7.21,336,40,2,15,debit card,723
89,57.0,BANGALORE,inactive,electronics,22.0,42690.9,939199.8,42.97,195,82,20,22,Net Banking,1816
90,52.0,chennai,Inactive,electronics,16.0,31742.47,507879.52,46.05,117,192,2,13,credit card,1587
91,58.0, Chennai ,new,ELECTRONICS,45.0,15323.57,689560.65,1.45,167,15,9,22,UPI,912
92,27.0,Delhi,NEW,groceries,37.0,34249.12,1267217.44,9.0,90,21,19,24,Cash,1429
93,33.0,Kolkata,Inactive,ELECTRONICS,15.0,23326.92,349903.8,12.7,131,171,0,14,debit card,1417
94,52.0,mumbai,premium,GROCERIES,23.0,49388.76,1135941.48,14.96,218,177,8,14,debit card,437
95,42.0,Kolkata,premium,Clothing,25.0,28810.17,720254.25,28.74,359,76,0,21,upi,592
96,18.0,pune,inactive,Books,48.0,48693.34,2337280.32,45.53,255,74,7,38,UPI,478
97,58.0,MUMBAI,Inactive,clothing,44.0,37901.08,1667647.52,38.37,349,36,20,6,cash,1353
98,20.0,DELHI,new,Electronics,38.0,18560.63,705303.94,6.57,152,84,13,11,Debit Card,300
99,68.0,Pune,REGULAR,Furniture,33.0,45717.61,1508681.13,41.52,132,124,9,21,credit card,989
100,22.0,Mumbai,Regular,books,44.0,36348.73,1599344.12,49.0,286,94,2,25,Credit Card,571
101,52.0, Chennai ,new,Groceries,44.0,37576.07,1653347.08,13.11,196,164,11,6,cash,508
102,48.0,Chennai,Inactive,Furniture,21.0,45805.17,961908.57,11.07,33,163,14,9,cash,866
103,25.0,Mumbai,Premium,Electronics,20.0,49798.41,995968.2,5.81,121,138,4,12,Net Banking,789
104,60.0,Pune,New,furniture,48.0,36466.66,1750399.68,44.27,336,26,15,39,upi,602
105,20.0,bangalore,Regular,GROCERIES,29.0,47552.48,1379021.92,42.77,51,176,11,17,cash,764
106,21.0,BANGALORE,regular,Clothing,8.0,47476.03,379808.24,41.21,47,170,6,0,Credit Card,1641
107,39.0,Delhi,PREMIUM,Books,37.0,10657.68,394334.16,41.49,284,54,18,13,Debit Card,702
108,67.0,Mumbai,Inactive,Electronics,,42991.1,773839.8,7.23,67,139,8,0,credit card,1383
109,19.0,Mumbai,Premium,Groceries,16.0,29648.22,474371.52,0.79,136,14,4,13,net banking,262
110,65.0,CHENNAI,new,GROCERIES,50.0,18420.93,921046.5,29.68,232,129,7,39,Credit Card,1519
111,68.0,kolkata,regular,GROCERIES,42.0,48219.3,2025210.6,3.04,246,103,13,6,Net Banking,1488
112,46.0,CHENNAI,premium,Groceries,39.0,7842.52,305858.28,6.31,320,163,18,35,UPI,810
113,56.0,kolkata,regular,GROCERIES,33.0,30468.63,1005464.79,4.96,360,30,20,13,upi,954
114,32.0,Hyderabad,REGULAR,books,30.0,20237.14,607114.2,36.48,161,110,10,21,debit card,796
115,27.0,Kolkata,premium,electronics,6.0,5114.89,30689.34,4.83,191,34,17,0,Cash,1180
116,53.0,Bangalore,inactive,electronics,27.0,18003.1,486083.7,33.27,217,185,1,9,Cash,669
117,40.0, Chennai ,Inactive,Furniture,14.0,8159.14,114227.96,24.11,56,90,17,5,credit card,1591
118,35.0,pune,Regular,Books,28.0,42335.18,1185385.04,48.73,319,158,20,17,Credit Card,1277
119,60.0,delhi,Premium,ELECTRONICS,18.0,35283.59,635104.62,15.45,174,90,0,5,CREDIT CARD,1189
120,60.0,BANGALORE,premium,ELECTRONICS,48.0,31842.01,1528416.48,1.53,272,56,12,26,Net Banking,728
121,28.0,bangalore,regular,sports,21.0,38953.36,818020.56,28.38,44,14,4,5,Cash,131
122,61.0,CHENNAI,regular,GROCERIES,43.0,21488.73,924015.39,30.35,213,70,6,32,credit card,736
123,45.0, Chennai ,regular,Sports,44.0,29860.15,1313846.6,26.35,158,12,7,25,Cash,142
124,18.0,MUMBAI,regular,Clothing,50.0,7293.12,364656.0,150.0,168,31,0,31,upi,389
125,26.0,BANGALORE,NEW,sports,15.0,25262.99,378944.85,41.67,182,19,12,1,upi,68
126,47.0,CHENNAI,REGULAR,furniture,28.0,28883.28,808731.84,35.47,214,75,3,12,Credit Card,695
127,28.0,hyderabad,REGULAR,electronics,28.0,42301.98,1184455.44,12.17,302,103,16,2,upi,1812
128,37.0,Bangalore,Regular,Groceries,50.0,8822.57,441128.5,25.52,59,136,16,12,UPI,749
129,64.0,Mumbai,Regular,electronics,10.0,13170.43,131704.3,8.67,79,195,20,1,CREDIT CARD,1612
130,58.0,Kolkata,new,Books,37.0,38113.92,1410215.04,22.45,290,165,20,20,cash,677
131,27.0,hyderabad,premium,GROCERIES,29.0,31753.56,920853.24,39.82,303,15,11,16,credit card,665
132,47.0,hyderabad,Premium,Electronics,24.0,41668.98,1000055.52,3.84,47,158,19,16,upi,977
133,55.0,,Premium,GROCERIES,37.0,32765.95,1212340.15,16.08,244,129,4,3,Net Banking,241
134,69.0,Bangalore,premium,Furniture,42.0,9041.67,379750.14,12.39,225,113,16,33,Cash,355
135,41.0,bangalore,regular,groceries,27.0,38836.01,1048572.27,33.94,27,162,20,10,credit card,705
136,24.0,Pune,inactive,groceries,19.0,12973.79,246502.01,42.58,309,39,10,2,Cash,1389
137,27.0,bangalore,regular,Sports,45.0,33275.69,1497406.05,6.45,363,22,9,35,upi,1347
138,68.0,Bangalore,PREMIUM,Sports,45.0,41533.47,1869006.15,36.94,351,135,2,41,cash,897
139,50.0,bangalore,Premium,Groceries,20.0,9423.01,188460.2,10.71,249,50,7,4,CREDIT CARD,188
140,36.0, Chennai ,NEW,Books,35.0,41838.43,1464345.05,44.18,20,170,10,8,Cash,801
141,27.0,mumbai,PREMIUM,books,45.0,38669.34,1740120.3,40.45,85,185,14,2,upi,776
142,61.0,Delhi,new,furniture,19.0,37743.36,717123.84,39.19,120,137,7,9,Net Banking,1740
143,30.0,bangalore,inactive,furniture,29.0,23353.16,677241.64,14.09,196,129,16,13,CREDIT CARD,1702
144,30.0,Mumbai,regular,Electronics,42.0,24289.24,1020148.08,18.56,53,183,16,7,debit card,201
145,66.0,mumbai,regular,GROCERIES,33.0,7793.76,257194.08,21.87,114,116,11,1,upi,139
146,43.0,kolkata,REGULAR,Clothing,25.0,49729.0,1243225.0,18.75,15,82,3,22,cash,716
147,68.0,Mumbai,PREMIUM,Electronics,19.0,45911.11,872311.09,23.62,72,195,15,14,Cash,40
148,23.0,Chennai,regular,Clothing,10.0,27665.81,276658.1,36.36,271,109,3,4,Debit Card,646
149,25.0,chennai,Regular,groceries,41.0,39798.01,1631718.41,22.86,57,128,19,34,Credit Card,1324
150,50.0,pune,Regular,sports,10.0,14917.96,149179.6,0.08,181,62,18,6,CREDIT CARD,1390
151,60.0,CHENNAI,NEW,Groceries,5.0,47693.48,238467.4,27.2,260,142,0,3,Net Banking,119
152,58.0,BANGALORE,REGULAR,clothing,48.0,1303.99,62591.52,39.43,177,62,20,6,Cash,1535
153,66.0,Bangalore,PREMIUM,Electronics,23.0,27527.68,633136.64,40.68,90,200,14,22,Net Banking,1323
154,29.0,Mumbai,premium,sports,50.0,47208.45,2360422.5,1.85,104,12,6,2,UPI,665
155,50.0,BANGALORE,NEW,GROCERIES,17.0,2312.73,39316.41,32.35,147,92,1,10,debit card,284
156,69.0,bangalore,New,groceries,48.0,22266.96,1068814.08,47.82,174,48,15,44,Net Banking,782
157,69.0,kolkata,regular,Books,6.0,36490.53,218943.18,3.95,309,47,17,2,UPI,240
158,23.0,Bangalore,inactive,clothing,20.0,22572.83,451456.6,35.88,86,177,14,11,Net Banking,116
159,64.0,bangalore,Inactive,groceries,18.0,32153.73,578767.14,39.57,30,20,20,12,UPI,1080
160,69.0,mumbai,Premium,ELECTRONICS,39.0,34065.4,1328550.6,21.91,65,18,7,23,UPI,814
161,54.0,chennai,Inactive,ELECTRONICS,44.0,22771.17,1001931.48,18.55,228,196,2,36,CREDIT CARD,1114
162,41.0,BANGALORE,REGULAR,Sports,18.0,12855.78,231404.04,5.67,96,128,16,12,net banking,271
163,34.0,delhi,new,Clothing,40.0,14636.06,585442.4,45.82,252,52,3,8,credit card,955
164,29.0,hyderabad,premium,Books,44.0,48394.28,2129348.32,49.33,342,89,2,35,net banking,624
165,37.0,mumbai,inactive,ELECTRONICS,24.0,25683.41,616401.84,6.07,103,36,7,15,Credit Card,769
166,53.0,pune,REGULAR,GROCERIES,36.0,6923.68,249252.48,44.21,34,80,12,30,net banking,871
167,67.0,Hyderabad,Inactive,electronics,9.0,48632.8,437695.2,32.12,231,120,16,5,CREDIT CARD,1727
168,67.0,,inactive,furniture,12.0,38505.19,462062.28,6.45,258,15,3,8,CREDIT CARD,652
169,28.0,,REGULAR,sports,15.0,17628.14,264422.1,47.05,146,21,8,6,cash,1158
170,35.0,Mumbai,inactive,clothing,40.0,26907.16,1076286.4,150.0,87,152,18,9,CREDIT CARD,1379
171,57.0,Bangalore,Inactive,Electronics,2.0,4520.53,9041.06,47.43,296,68,20,0,Cash,883
172,57.0,Chennai,new,Sports,35.0,14838.75,519356.25,47.83,248,63,12,19,Net Banking,179
173,62.0,chennai,PREMIUM,GROCERIES,27.0,24470.43,660701.61,10.2,311,37,10,27,UPI,1533
174,40.0,BANGALORE,PREMIUM,Books,24.0,25991.52,623796.48,5.31,124,120,3,8,Net Banking,537
175,27.0, Chennai ,Premium,clothing,25.0,43276.11,1081902.75,20.91,82,84,18,23,UPI,418
176,66.0,mumbai,new,Furniture,30.0,25188.61,755658.3,15.43,12,24,12,16,Net Banking,523
177,31.0,pune,REGULAR,Electronics,4.0,14427.14,57708.56,29.88,335,173,15,2,net banking,46
178,24.0,Hyderabad,PREMIUM,clothing,47.0,18605.99,874481.53,20.16,24,103,1,36,net banking,428
179,41.0,Pune,regular,electronics,25.0,25460.65,636516.25,38.22,144,160,19,3,CREDIT CARD,228
180,43.0,bangalore,REGULAR,Furniture,24.0,37870.78,908898.72,9.95,261,103,16,1,Credit Card,109
181,26.0,Bangalore,new,Furniture,30.0,7872.56,236176.8,44.66,72,84,19,10,CREDIT CARD,834
182,57.0,DELHI,Inactive,Groceries,33.0,41500.32,1369510.56,26.62,363,145,9,30,Credit Card,784
183,39.0, Chennai ,New,furniture,20.0,39939.36,798787.2,36.27,353,162,0,19,Net Banking,573
184,59.0,pune,Inactive,Clothing,47.0,3042.08,142977.76,24.02,269,162,19,24,CREDIT CARD,1712
185,61.0,Delhi,Premium,furniture,45.0,5939.83,267292.35,0.95,161,108,4,26,Debit Card,870
186,50.0,Kolkata,Premium,sports,9.0,26174.82,235573.38,28.04,340,123,16,6,UPI,384
187,47.0,Pune,REGULAR,Furniture,23.0,33955.49,780976.27,43.38,349,165,8,19,Net Banking,423
188,33.0,delhi,NEW,clothing,15.0,47103.53,706552.95,49.11,148,181,6,15,UPI,1012
189,40.0,Pune,regular,clothing,8.0,28887.1,231096.8,27.16,203,89,4,4,Credit Card,619
190,63.0,CHENNAI,REGULAR,GROCERIES,,13193.98,554147.16,23.95,104,138,8,0,debit card,311
191,24.0,pune,Regular,Clothing,4.0,33656.78,134627.12,26.55,327,60,1,0,upi,706
192,63.0,Kolkata,premium,Sports,50.0,7304.62,365231.0,48.23,81,105,20,30,Net Banking,1362
193,30.0,DELHI,REGULAR,clothing,42.0,3428.55,143999.1,38.44,334,147,7,34,Credit Card,388
194,44.0,mumbai,Premium,books,26.0,39504.05,1027105.3,9.32,149,10,0,9,Cash,1264
195,24.0,Bangalore,regular,GROCERIES,42.0,27393.37,1150521.54,24.7,69,130,14,17,Debit Card,1686
196,25.0,Bangalore,PREMIUM,sports,30.0,32590.12,977703.6,35.93,8,189,10,25,debit card,1192
197,61.0,MUMBAI,PREMIUM,furniture,41.0,44903.62,1841048.42,41.35,264,84,2,25,cash,225
198,29.0,Mumbai,new,Groceries,16.0,838.09,13409.44,19.18,229,193,8,10,debit card,1222
199,64.0,pune,Premium,clothing,42.0,18297.83,768508.86,11.82,342,31,14,19,CREDIT CARD,860
200,61.0,kolkata,regular,sports,8.0,32116.21,256929.68,47.03,189,158,7,3,CREDIT CARD,1009
201,27.0,hyderabad,Inactive,Groceries,27.0,35246.07,951643.89,45.64,276,171,6,24,Debit Card,1423
202,66.0,CHENNAI,NEW,GROCERIES,34.0,35336.42,1201438.28,3.91,289,29,1,32,Debit Card,1202
203,52.0,Mumbai,PREMIUM,Groceries,34.0,22371.11,760617.74,34.01,299,126,2,32,Net Banking,1686
204,21.0,hyderabad,PREMIUM,Furniture,27.0,23111.52,624011.04,2.89,237,173,9,23,Credit Card,840
205,34.0,Chennai,Regular,furniture,5.0,2741.85,13709.25,17.23,33,139,1,0,Net Banking,94
206,36.0,Hyderabad,PREMIUM,Books,9.0,38408.47,345676.23,48.92,331,108,11,6,Net Banking,1810
207,42.0,BANGALORE,premium,Sports,43.0,43790.41,1882987.63,6.65,179,31,5,34,upi,1113
208,26.0,Delhi,Premium,Books,2.0,48935.29,97870.58,23.15,279,109,17,1,Debit Card,536
209,47.0,bangalore,PREMIUM,clothing,13.0,,609723.53,36.25,58,9,13,9,Credit Card,522
210,31.0,CHENNAI,premium,furniture,3.0,22598.83,67796.49,33.6,25,63,1,3,Net Banking,509
211,52.0,MUMBAI,Premium,ELECTRONICS,33.0,49677.43,1639355.19,11.71,295,82,18,20,Debit Card,648
212,27.0,kolkata,Regular,groceries,20.0,14120.12,282402.4,27.84,303,189,5,20,cash,904
213,53.0,Kolkata,Premium,Groceries,42.0,33731.45,1416720.9,39.29,164,179,13,26,CREDIT CARD,644
214,42.0,mumbai,NEW,GROCERIES,16.0,42542.38,680678.08,15.04,363,37,14,1,net banking,875
215,44.0,Pune,NEW,ELECTRONICS,25.0,12521.5,313037.5,10.17,332,21,14,11,credit card,1126
216,64.0,MUMBAI,Premium,clothing,25.0,33846.76,846169.0,30.15,38,49,18,23,cash,1174
217,31.0,Kolkata,Regular,books,22.0,15507.81,341171.82,45.45,109,49,3,15,Debit Card,1454
218,56.0,MUMBAI,New,Clothing,36.0,16419.94,591117.84,14.15,239,137,20,22,debit card,565
219,41.0,kolkata,new,GROCERIES,7.0,40239.42,281675.94,36.12,164,53,11,5,upi,123
220,54.0,Delhi,PREMIUM,Electronics,17.0,27888.92,474111.64,29.2,214,76,4,6,UPI,501
221,42.0,pune,Regular,GROCERIES,36.0,32903.09,1184511.24,34.24,132,196,15,31,Net Banking,374
222,64.0,bangalore,PREMIUM,ELECTRONICS,47.0,27554.04,1295039.88,9.2,278,165,1,33,Credit Card,1748
223,22.0,chennai,Premium,groceries,9.0,42205.96,379853.64,11.57,363,39,0,3,net banking,963
224,41.0,chennai,Inactive,Sports,43.0,46728.23,2009313.89,45.64,338,125,0,0,net banking,1159
225,44.0,Chennai,Premium,Furniture,47.0,14099.67,662684.49,48.87,9,129,13,11,credit card,227
226,51.0,Mumbai,Regular,Clothing,40.0,26559.57,1062382.8,40.76,137,102,2,23,upi,970
227,54.0,Delhi,Regular,clothing,44.0,41489.07,1825519.08,4.03,333,195,1,5,upi,806
228,42.0,Pune,new,Electronics,41.0,967.78,39678.98,8.57,256,112,20,21,Cash,1787
229,24.0,kolkata,Premium,Clothing,14.0,45113.01,631582.14,34.61,291,122,8,0,credit card,1431
230,35.0,Pune,Inactive,Sports,3.0,9378.05,28134.15,42.52,9,54,18,1,upi,187
231,,mumbai,Inactive,Clothing,37.0,41815.2,1547162.4,19.46,277,85,12,8,credit card,1055
232,-5.0,bangalore,Premium,electronics,28.0,11991.13,335751.64,3.8,310,197,19,19,upi,1614
233,38.0,Chennai,inactive,clothing,29.0,24784.87,718761.23,17.79,193,111,5,21,Cash,1383
234,42.0,CHENNAI,Inactive,clothing,16.0,35798.87,572781.92,4.1,79,98,20,4,upi,678
235,41.0, Chennai ,premium,Electronics,20.0,22514.43,450288.6,38.07,53,34,2,5,upi,949
236,53.0,Pune,NEW,groceries,7.0,1799.96,12599.72,17.7,48,153,19,5,upi,55
237,36.0,Hyderabad,New,Books,6.0,36379.77,218278.62,27.98,125,147,16,1,cash,809
238,28.0,Mumbai,regular,clothing,18.0,24909.64,448373.52,3.16,223,71,13,9,Net Banking,1632
239,22.0,bangalore,regular,Clothing,47.0,31439.17,1477640.99,29.69,101,118,3,8,debit card,43
240,43.0,Bangalore,Inactive,groceries,22.0,22291.03,490402.66,21.53,334,153,4,9,UPI,1265
241,62.0,MUMBAI,new,Groceries,12.0,,578957.28,48.44,150,189,20,7,Cash,1631
242,33.0,Bangalore,New,clothing,26.0,18568.27,482775.02,46.6,103,152,17,5,cash,1602
243,53.0,Chennai,new,sports,14.0,22203.52,310849.28,14.57,355,18,13,10,Net Banking,315
244,58.0,DELHI,Regular,clothing,43.0,8130.09,349593.87,21.16,194,19,14,38,Net Banking,1222
245,43.0,Pune,NEW,books,45.0,21205.88,954264.6,1.84,185,180,17,38,cash,204
246,24.0,Delhi,inactive,Sports,23.0,8733.76,200876.48,30.63,289,166,20,12,UPI,1660
247,45.0, Chennai ,Premium,electronics,17.0,11489.05,195313.85,37.34,286,149,18,7,Net Banking,796
248,43.0,hyderabad,inactive,furniture,45.0,25273.06,1137287.7,17.25,13,124,3,18,upi,205
249,25.0,Mumbai,REGULAR,clothing,22.0,23038.97,506857.34,10.34,248,90,15,3,Net Banking,1508
250,62.0,hyderabad,REGULAR,electronics,20.0,2711.81,54236.2,35.54,12,88,20,3,cash,1668
251,28.0,Delhi,NEW,ELECTRONICS,36.0,8426.72,303361.92,27.99,237,60,12,11,CREDIT CARD,1341
252,60.0,Hyderabad,New,Electronics,48.0,30898.29,1483117.92,9.87,304,110,12,0,Debit Card,451
253,35.0,CHENNAI,Inactive,electronics,35.0,9754.51,341407.85,16.3,235,30,8,31,net banking,1338
254,38.0,BANGALORE,Inactive,groceries,38.0,6154.49,233870.62,17.6,235,159,5,19,Cash,1238
255,23.0,Mumbai,REGULAR,electronics,16.0,15616.31,249860.96,9.15,356,37,16,12,upi,1251
256,26.0,pune,New,groceries,12.0,24590.18,295082.16,26.87,331,45,17,2,Net Banking,621
257,26.0,mumbai,REGULAR,books,29.0,31160.79,903662.91,43.28,5,125,4,6,upi,1180
258,50.0,Kolkata,New,Sports,32.0,21073.71,674358.72,41.99,251,43,2,1,Debit Card,628
